,id,sentence1,sentence2,label,pred,TP,FP,TN,FN
405,406,"During the second Turkish war ( 1787-92 ) , after Alexander Suvorov , Repnin was the most successful of Russian commanders .","During the Russian War ( 1787-92 ) , Repnin was the most successful of Turkey 's second Turkish commanders after Alexander Suvorov .",0,0,,,,
406,407,"Oecomys rutilus , also known as the red arboreal oecomys or reddish rice rat , is a species of rodent in the genus `` Oecomys '' of family Cricetidae .","Oecomys rutilus , also known as the red Arboreal Oecomys or reddish rice rat , is a kind of rodent in the genus '' Oecomys '' of the family Cricetidae .",1,0,,,,
407,408,"It lies approximately southeast of Tarnobrzeg , east of Grębów and north of the regional capital Rzeszów .","It lies approximately south-east of Tarnobrzeg , east of Grębów , and north of the regional capital Rzeszów .",1,0,,,,
408,409,"He had two children with his wife Hallie Olivere : one daughter , Natalie , and a son , Hunter .","With his wife Natalie he had two children : one daughter , Hallie Olivere , and a son , Hunter .",0,0,,,,
409,410,During the VFL season in 1898 he played five times for Melbourne and performed on one occasion against St Kilda with his brothers Les and Norm Rippon .,"Rippon played five times for Melbourne in the 1898 VFL season and on one occasion , against St Kilda , appeared with his brothers Les and Norm Rippon .",1,0,,,,
410,411,In Spain ( Catalonia ) there are a number of festivals and traditions .,In Catalonia ( Spain ) there are a number of festivals and traditions .,1,1,,,,
411,412,"The fourth was found in 2014 , and the fifth was seen in 2015 .","The fourth one was found in 2014 , and the fifth was seen in 2015 .",1,1,,,,
412,413,"Valid if , Here is the Zeta - function Hurwitz - Zeta - function and beta is a positive real number .","Valid when , Here the zeta function is Hurwitz zeta function and Beta is a positive real number .",1,0,,,,
413,414,Mount Morris Charter Township is a charter township of Genesee County in the U.S. state of Michigan .,Mount Morris Charter Township is a charter township of Genesee County in the state of Michigan .,1,1,,,,
414,415,Calapan is from the provincial capital of Puerto Galera .,"Calapan is from Puerto Galera , the provincial capital .",1,0,,,,
415,416,There were several competing organisations on the Irish side of radical republican politics during this period .,"During this period , there were several competing organizations on the Irish side of radical Republican politics .",1,0,,,,
416,417,"Heliair will always have more than 21 % oxygen , and will be hypoxic ( less than 17 % oxygen ) for mixes with less than 20 % helium .",Heliair will have less than 21 % oxygen and will be hypoxic ( less than 17 % oxygen ) for mixtures with more than 20 % helium .,0,0,,,,
417,418,"Wildhorse Creek in Howard County , Texas is a tributary of Morgan Creek and flows near Wildhorse Mountain .","Wildhorse Creek in Howard County , Texas is a tributary of Morgan Creek . It flows near Wildhorse Mountain .",1,0,,,,
419,420,"In March 2008 , Day opened for Rufus Wainwright at the Napa Valley Opera House .","In March 2008 , Day opened for Rufus Wainwright in the Opera House Napa Valley .",1,0,,,,
420,421,The Total Total Evaporation is The Radiators ' fourth album and their fifth studio album .,"Total Evaporation is the fifth album by The Radiators , and their fourth studio album .",0,0,,,,
421,422,"In 1611 Antonio Pérez died in Paris and was lost in a convent , but his remains were interred during the desecrations of the French Revolution .","In 1611 Antonio Pérez died in Paris and was buried in a monastery , but his mortal remains were lost during the desecrations of the French Revolution .",0,1,,,,
423,424,"In 1558 , Reina declared that Rome had become a new `` Geneva '' and left .","In 1558 , Reina declared that Geneva had become a new Rome and had left .",0,0,,,,
426,427,"Francis Dickens was later the subject of a comic book by the humorist Eric Nicol , `` Dickens of the Mounted '' ( 1989 ) .","Eric Nicol later was the subject of a comic novel by humorist Francis Dickens , `` Dickens of the Mounted '' ( 1989 ) .",0,0,,,,
427,428,"The province with the lowest crime rate in 2006 for the third straight year was Quebec with 5,689 per 100,000 , followed by Ontario with 5,909 per 100,000 .","The province with the lowest crime rate for the third consecutive year in 2006 was Ontario with 5,689 per 100,000 , followed by Quebec at 5,909 per 100,000 .",0,0,,,,
430,431,"Pedro de Garibay lived in Mexico for most of his life in the Mexican state of Michoacan , his brother in the state of Jalisco .","For most of his life Pedro de Garibay lived in the state of Jalisco , Mexico . His brother lived in the state of Michoacan , Mexico .",0,0,,,,
431,432,"Julien Benneteau won the title and struck Steve Johnson in the final , 6 -- 3 , 6 -- 2 .","Julien Benneteau won the title , defeating Steve Johnson in the final , 6 -- 3 , 6 -- 2 .",1,0,,,,
432,433,"Hughes , born in Wales , founded two separate congregations in the city , and every Sunday preached Welsh sermons to one and English sermons to the other .","Hughes , born in Wales , founded two separate congregations in the city , preaching Welsh sermons to one , and English sermons to the other , every Sunday .",1,0,,,,
433,434,"Writing , playing and recording music was resumed in 2009 for personal reasons and stopped in 2015 .","In 2009 , Beck Becker stopped writing , playing and recording music for personal reasons and continued in 2015 .",0,0,,,,
434,435,"Realizing what Arthur wants , a panicked Adam tries to escape but is forced to touch Arthur 's hand .","A panicked Adam recognizes what Arthur wants and tries to escape , but is forced to touch Arthur 's hand .",1,0,,,,
435,436,"In addition to artificial insemination by rams , natural insemination and embryo transfers have been used in sheep breeding programs for many years in Australia and New Zealand .","In addition to artificial insemination by rams , natural insemination and embryo transfers in sheep farming programs have been used in Australia and New Zealand for many years .",1,1,,,,
436,437,"He was born in Houston , visited the Worthing High School in Houston , Texas and played high school football for the Worthing Colts .","Hudson was born in Houston , Texas . He attended Worthing High School in Houston , and played high school football for the Worthing Colts .",1,0,,,,
437,438,"In addition to the waters of the Colorado , water from Willow Creek just below the dam is pumped up to Lake Granby .","In addition to the waters of Willow Creek , water from Lake Granby is pumped directly below the dam to Colorado .",0,0,,,,
438,439,Between 1777 and 1860 bells were mentioned four times and in 1861 three new ones inaugurated .,"Between 1777 and 1860 , four bells were consecrated , and in 1861 three new bells were mentioned .",0,0,,,,
439,440,"In 2000 , she was elected the first Canadian president of the Modern Language Association , the 117th Canadian to maintain this position , and the third woman .","In 2000 , she was elected to the 117th president of the Modern Language Association , the third Canadian to hold this position , and the first Canadian woman .",0,0,,,,
440,441,"In 1985 , Havelsan was separated from foreign shareholders and established as a national company with a share of 98 % owned by the Foundation of the Turkish Forces .","In 1985 , Havelsan was separated from the national shareholders and incorporated as a foreign company with a share of 98 % owned by the Turkish Armed Forces Foundation .",0,0,,,,
442,443,From perhaps the 25th century BC through to the 7th century AD it was an integral part of Assyria .,It was an integral part of Assyria from perhaps the 7th century BCE to the 25th century AD .,0,0,,,,
443,444,"In April 2016 , it was announced that Harris will also present `` Top Gear 's '' new sister show `` Extra Gear '' along with Reid .",In April 2016 it was announced that Harris will also present the new sister show `` Top Gear '' Extra Gear `` together with Reid .,1,0,,,,
445,446,On 1 April 2010 Robertson made the first official maximum break of his career in his second round match in the 2010 China Open against Peter Ebdon .,"On April 1 , 2010 , Robertson made the first official maximum pause of his career in his second round of match at the China Open against Peter Ebdon 2010 .",1,0,,,,
446,447,"On 7 February 2014 , the musical was opened in Malmö , Sweden , at the opera Malmö , directed by Åsa Melldahl and musical director Anders Eljas .","On February 7 , 2014 the musical opened in Malmö , Sweden at Malmö Opera . Director was Åsa Melldahl and Musical Director Anders Eljas .",1,0,,,,
447,448,This electrification has been expanded since 1983 further north to Waikanae and in 2011 to Paraparaumu again .,This electrification has been extended further north to Paraparaumu since 1983 and back to Waikanae in 2011 .,0,0,,,,
448,449,"On December 1 , Tinnish announced that he had withdrawn from his position with Atlanta and would remain with Toronto .","On December 1 , Tinnish announced that he had withdrawn from his position with Toronto and would stay with Atlanta .",0,0,,,,
451,452,"Kathy decides to stay on the job , with Johnny by his side .",Kathy decides to stay with Johnny on his side in the job .,1,1,,,,
452,453,The layout of Davey Glen Park is similar to the Twin Pines Park and other parks in Belmont .,The Belmont layout is similar to that of Twin Pines Park and other parks in Davey Glen Park .,0,0,,,,
453,454,"In 2002 CRLA was awarded the Domestic Human Rights Award by Global Exchange , and international NGO based in San Francisco .","In 2002 , the Global Exchange was awarded the Domestic Human Rights Award by CRLA and the international NGO based in San Francisco .",0,0,,,,
454,455,Octavian recognized the value of holding Egypt and had the kingdom annexed as a Roman province .,Octavian annexed the value of Egypt and recognized the Kingdom as a Roman province .,0,0,,,,
455,456,"Sawyer was born in the Shelby County , Alabama , and moved with his parents to Lee County , Mississippi .","Born in Shelby County , Alabama , Sawyer moved with his parents to Lee County , Mississippi .",1,0,,,,
456,457,It is found in a small area in the Wheatbelt region of Western Australia close to narrogin .,It is found in a small area in the Narrogin region of Western Australia near Wheatbelt .,0,0,,,,
